アイドル名,声優名,事務所,事務所ユニット,作品名
天ヶ瀬 冬馬,寺島 拓篤,961プロ,,THE IDOLM@STER
伊集院 北斗,神原 大地,961プロ,,THE IDOLM@STER
御手洗 翔太,松岡 禎丞,961プロ,,THE IDOLM@STER
星井 美希,長谷川 明子,961プロ,,THE IDOLM@STER
我那覇 響,沼倉 愛美,961プロ,,THE IDOLM@STER
四条 貴音,原 由実,961プロ,,THE IDOLM@STER
玲音,茅原 実里,961プロ,,THE IDOLM@STER
詩歌,高橋 李依,961プロ,,THE IDOLM@STER
